"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","16-12-19","17-12-19","18-12-19","19-12-19","20-12-19","21-12-19","22-12-19","23-12-19","24-12-19","25-12-19"
14256,114022,"SRIKAKULAM","BHAMINI","Chinnadimili",83.870268,18.794588,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
14257,130035,"SRIKAKULAM","PALASA","Kaijola",84.420265,18.791221,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14258,204039,"VIZIANAGARAM","JIYYAMMAVALASA","Sivaramarajapuram",83.519217,18.804539,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14259,190930,"SRIKAKULAM","MELIAPUTTI","HILL3",84.230845,18.78606,74.9825,78.685,78.65625,78.725,77.55125,77.00875,76.7175,69.585,73.64,75.04
14260,132036,"SRIKAKULAM","PALASA","Neelavathi",84.484016,18.790536,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14261,290921,"VIZIANAGARAM","PARVATHIPURAM","S.N.PURAM",83.400302,18.805088,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14262,206018,"VIZIANAGARAM","PARVATHIPURAM","Gopalapuram9",83.467192,18.790575,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14263,205001,"VIZIANAGARAM","GARUGUBILLI","Markondaputti",83.485442,18.79977,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14264,125003,"SRIKAKULAM","PATHAPATNAM","Chinakinga",84.055783,18.796594,75.315,77.45625,76.89,77.47625,76.97625,75.71,75.98,70.55,73.4025,74.01
14265,105009,"SRIKAKULAM","PALASA","Jagannadhapuram12",84.387275,18.790216,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14266,205004,"VIZIANAGARAM","GARUGUBILLI","Thotapalle6",83.506096,18.791676,70.43,72.41875,71.45375,72.37,73.72375,72.93375,73.09,69.1325,70.685,71.1425
14267,132020,"SRIKAKULAM","PALASA","Godavaripuram",84.366741,18.790171,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14268,190931,"SRIKAKULAM","MELIAPUTTI","Forest354",84.290505,18.767653,76.825,78.485,79.8375,80.6375,78.28,77.195,78.4025,71.62,73.38,76.0725
14269,132006,"SRIKAKULAM","PALASA","Koita",84.432917,18.786497,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
